,Review_title,Review_text,Ratings
252,Excellent,Its a awesome product only because of the specifications provided in this price range. Very useful for office and students use. Under 40k u will get 8gb/256gb ssd with core i3 10th generation processor which is not available in other brand like hp or dell. Performance of the laptop is also up to the mark. Thin and light. Just go for it. Worth purchase.,5
253,Perfect product!,"One of the best Laptop in the market for home usage. Mind-blowing display, Crystal clear sound quality, Smooth touch experience,Run 4k video , Built with Windows 11 and MS Office along with many other useful softwares. If you are looking for a budget laptop then just go for it. I bet you will definitely like this.",5
254,Simply awesome,Best budget laptop if u are student then this laptop is best for you. it starts and shutdown very quickly the body is very slim 8 gb ram and 256gb ssd makes it fast but still it depends on your use overall it's nice laptop,5
255,Mind-blowing purchase,"Lapt lennovo is very good excellent product heavy body smooth running fast working with ,8gb ram 256 GB SSD looking good display good battery back up I try this product in this rate no products available in this rate so pls purchase don't take any tenson . Cheap rate good performance excellent working smart looking laptop",5
256,Just wow!,"Excellent & far far better than HP laptops. Very fast at lowest price.
Battery backup: 5-6 hrs for 100% charge
No heating problem.
Delightful design & HD resolution.
Everything beyond expectations except webcam ( webcam could have been improved, but not required in smart phones era ).",5
257,Classy product,Lenovo ideapad 3 core i3 laptop is nice also performance and copy paste speed also high due to ssd. Love and recommend to all friends. Thanks,5
258,Excellent,"Worth buying it. Everything is perfect at price point except for camera but still better than others at this price range.
Battery backup is upto 7hr+",5
259,Very Good,"I had purchased this product 3 weeks ago, first of all, thanks to Flipkart for good packaging and product delivery. It's good for IT professionals at least for higher-end software. I have i5 processor as well but I don't see any differences, performance wise both are very nice. I love Lenovo products. Thank you Flipkart.",4
260,Worth the money,Vry nice in this price but i face one prblm when i updated all drivers then mouse can't work so give me suggestions but overall i have good experience about Lenovo ideapad 3 core window 11 was good i love this laptop,4
261,Excellent product,"One of the best Laptop in the market for any usage , Mind-blowing display, Crystal clear sound quality, Smooth touch experience, Run 4k video , Built with Windows 11 and MS Office along with many other useful softwares. If you are looking for a budget laptop then just go for it. I bet you will definitely like this.

According to the budget , product is very reasonable price .

Just go for it !!!!",5
262,Value-for-money,Design and performance wise this laptop is top notch... You can do light gaming also... No issue in day to day usage... Screen quality is poor.. If you're seeing with different angles and not straight'ly then screen is barely visible to you... And battery is not good... But performace wise top notch... 👌👌I Will suggest that you should go for HP laptop is this range....,4
263,Excellent,Its a awesome product only because of the specifications provided in this price range. Very useful for office and students use. Under 40k u will get 8gb/256gb ssd with core i3 10th generation processor which is not available in other brand like hp or dell. Performance of the laptop is also up to the mark. Thin and light. Just go for it. Worth purchase.,5
264,Terrific purchase,This product is so good. But it took so much times and it was delivered under 9 days. Value of money. I recommend you to buy this laptop......,5
265,Value-for-money,Better performance with better battery life . It's good laptop in this price range .,4
266,Terrific,This is an vry good product at that price range. No one compete this product in the market at that time. Thankyou Lenovo.,5
267,Worth every penny,VALUE FOR MONEY 💻 FAST WORKING AND SMOTH PERFORMANCE,5
268,Excellent,"First impression is awesome not have hanging problem and battery response is also good
Thanks flipkart",5
269,Pretty good,nice,4
270,Nice product,"Better pricing then market we are getting it for less pricing then market for the same configuration online.

2 year warranty I think it's a fair deal 8GB RAM 256 GB SSD with i3 10th generation I think it deserved the price.",4
271,Nice,"It's just nice 👍
Value for money also good
and battery 🔋performance is also very good",3
272,Great product,"I have received this laptop on 4 Oct 2021 ....
Laptop delivers within 48 hrs
I have unpacked the laptop found no physical damage
Bill's and warranty card are available inside laptops
Design is super
Laptop boots with in 5 seconds
Laptop has automatic booting
Laptop shut down with in 5 seconds
Charger connecting
Windows 10 Os with 64 bit
Ms office full access
McAfee anti virus
Google chrome and edge available
All keys working properly in keyboard including mouse
Wifi and bluetooth working p...
READ MORE",5
273,Value-for-money,Good 1 I like it... Value for money,4
274,Terrific purchase,Good prodoct,5
275,Just wow!,"Good product 👍 velue for money 💰 But as the company told on the laptop that the laptop will run for 8 hours, the battery is nothing like that, it can last only 4 hours.",5
276,Worth every penny,Good,5
277,Wonderful,Nyc leptop with batrry issue,4
278,Slightly disappointed,"Very very disappointed, after receiving laptop with in 10 days some hardware issue in lenovo laptop but company refused to replace laptop.dont buy lenovo laptop.",2
279,Delightful,Looking good till now great speed due to SSD and 8 gb of ram. It also has privacy shutter that is also good. Value for money,4
280,Classy product,Very good Laptop on Average price,5
281,Simply awesome,Product is very good 👍🏻,5
282,Classy product,Performance is good.. worth for work from home,5
283,Really Nice,Best for students,4
284,Best in the market!,"Budget laptop nice performance,",5
285,Delightful,Good Product,4
286,Simply awesome,Best laptop under this price very much good quality 😃😃 with windows 11,5
287,Brilliant,Only 5 sec to boot i am surprised overall all i am satisfied with this,5
288,Wonderful,Best laptop for 1st year btech cse students,4
289,Super!,Very good. Thanks to lenovo and flipkart.,5
290,Nice,Display is not good,3
291,Wonderful,Best laptop in this price range,5
292,Really Nice,"Awesome 👍👍 laptop under 40k
I am very happy 😊",4
293,Must buy!,very good product at this price...,5
294,Super!,"Nice one laptop osm & light wait
But automatically start .. Laptop issue... 😣",5
295,Terrific,I'm very happy with this laptop.,5
296,Super!,Good,5
297,Best in the market!,Nice super working,5
298,Must buy!,Good product,5
299,Mind-blowing purchase,Good look.. performance ok.. battery little low.. value for money yes,5
300,Wonderful,"The Laptop delivered me on 9th October on bigbillon days and since it is working very well, the Laptop working very fast just bcz of ssd and 8gb ram at this features the price is good, For more queries message me Thankyou..",5
301,Worst experience ever!,Don't buy,1
302,Terrific purchase,Great product fully satisfied.,5
303,Great product,Worth the amount paid,5
304,Worthless,Very bad product I was facing problems after purchasing in only 2 weeks not working properly and so many times It shows some error on screen and not opened.,1
305,Good quality product,Good one...,4
306,Terrible product,Laptop has not ms word Excel files to work,1
307,Simply awesome,Worth the price,5
308,Brilliant,Superb,5
309,Worth the money,Simple super,4
310,Fabulous!,Awesome i really like it,5
